file-path,file-type,decision,rules,decision-with-browser,rules-with-browser,number-of-embedded,decision-embedded,rules-embedded, embeded-md5
C:\Users\wade\Desktop\test\verify_flash_unpacker\sample\06f04b537d566d015b9265f538ec08ad.swf,flash_file,no_gen_raw,undetermined,SWF.DBG.MethodInfoCountZero.A;,undetermined,SWF.DBG.MethodInfoCountZero.A;,1,malicious,SWF.HEU.HeapSpray.A;SWF.HEU.CheckVersion.A;SWF.SIG.DecompiledCode.E;,848362a3fcb023de734e9cff33ff0b31,
C:\Users\wade\Desktop\test\verify_flash_unpacker\sample\08f949bd75cd4580c6517c3a935b6728.swf,flash_file,no_gen_raw,undetermined,SWF.DBG.MethodInfoCountZero.A;,undetermined,SWF.DBG.MethodInfoCountZero.A;,1,malicious,SWF.SPEC.CVE-2014-0556.A;SWF.SIG.DecompiledCode.I;SWF.SIG.SuspiciousNumber.A;,a07a2e16560c4ae6f886af3b15d2d358,
