file_path,decision,rules
C:\Users\michael_du\Desktop\more_samples_added_3.10\NSS-2015-150N63.saz,True,c:\users\michae~1\appdata\local\temp\NSS-2015-150N63\more_samples_added_3\leebraakt-reruning.buteykohealth.net\civis\search.php,malicious,JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;JS.SIG.CheckAV.I;,
C:\Users\michael_du\Desktop\more_samples_added_3.10\NSS-2015-1510XT.saz,True,c:\users\michae~1\appdata\local\temp\NSS-2015-1510XT\more_samples_added_3\pyrivnopisac.buypersianrugs.org\forums\search.php,malicious,JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;JS.SIG.CheckAV.I;,
C:\Users\michael_du\Desktop\more_samples_added_3.10\NSS-2015-1512KP.saz,True,c:\users\michae~1\appdata\local\temp\NSS-2015-1512KP\more_samples_added_3\kaivannolleadorarono.caspiantransco.com\civis\viewforum.php,malicious,JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;JS.SIG.CheckAV.I;,
C:\Users\michael_du\Desktop\more_samples_added_3.10\NSS-2015-1512SW.saz,True,c:\users\michae~1\appdata\local\temp\NSS-2015-1512SW\more_samples_added_3\kaivannolleadorarono.caspiantransco.com\forums\index.php,malicious,JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;JS.SIG.CheckAV.I;,
C:\Users\michael_du\Desktop\more_samples_added_3.10\NSS-2015-151PW6.saz,True,c:\users\michae~1\appdata\local\temp\NSS-2015-151PW6\more_samples_added_3\infinitoabsolute.brampton-appliances-maytag.com\boards\viewforum.php,malicious,JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;JS.SIG.CheckAV.I;,
C:\Users\michael_du\Desktop\more_samples_added_3.10\NSS-2015-151PY8.saz,True,c:\users\michae~1\appdata\local\temp\NSS-2015-151PY8\more_samples_added_3\infinitoabsolute.brampton-appliances-maytag.com\civis\search.php,malicious,JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;JS.SIG.CheckAV.I;,
C:\Users\michael_du\Desktop\more_samples_added_3.10\NSS-2015-151PZ9.saz,True,c:\users\michae~1\appdata\local\temp\NSS-2015-151PZ9\more_samples_added_3\infinitoabsolute.brampton-appliances-maytag.com\boards\viewforum.php,malicious,JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;JS.SIG.CheckAV.I;,
C:\Users\michael_du\Desktop\more_samples_added_3.10\NSS-2015-151Y2M.saz,True,c:\users\michae~1\appdata\local\temp\NSS-2015-151Y2M\more_samples_added_3\shokushoammunitionbread.beverlyhillsdentalveneers.net\boards\viewtopic.php,malicious,JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;JS.SIG.CheckAV.I;,
C:\Users\michael_du\Desktop\more_samples_added_3.10\NSS-2015-151YD3.saz,True,c:\users\michae~1\appdata\local\temp\NSS-2015-151YD3\more_samples_added_3\shokushoammunitionbread.beverlyhillsdentalveneers.net\forums\index.php,malicious,JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;JS.SIG.CheckAV.I;,
C:\Users\michael_du\Desktop\more_samples_added_3.10\NSS-2015-1525CC.saz,True,c:\users\michae~1\appdata\local\temp\NSS-2015-1525CC\more_samples_added_3\dcarterrationalisez.brampton-tv-appliances-lg.com\forums\viewforum.php,malicious,JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;JS.SIG.CheckAV.I;,
