file_path	decision	rules		
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170J64.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170J64\NSS-2016-170J64\das.miracletheory.net\forums\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170J8Y.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170J8Y\NSS-2016-170J8Y\das.miracletheory.net\forums\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170JSK.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170JSK\NSS-2016-170JSK\txt.miracletheory.us\forums\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170JSR.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170JSR\NSS-2016-170JSR\txt.miracletheory.us\forums\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170KB6.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170KB6\NSS-2016-170KB6\spanch.pwidigital.com\boards\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170KT8.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170KT8\NSS-2016-170KT8\leen.teresapospichel.info\boards\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170L2J.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170L2J\NSS-2016-170L2J\leen.teresapospichel.info\civis\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170P0T.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170P0T\NSS-2016-170P0T\bergcultagreeri.floridapartyrentals.net\forums\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170Q5S.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170Q5S\NSS-2016-170Q5S\um.bodydb.com\boards\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170Q5X.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170Q5X\NSS-2016-170Q5X\um.bodydb.com\civis\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1710BR.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1710BR\NSS-2016-1710BR\game.wahchai.in\boards\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1710VJ.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1710VJ\NSS-2016-1710VJ\fine.perfectpaceinsolitairiancity.com\forums\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1715MM.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1715MM\NSS-2016-1715MM\fetiferorde2trentse.omeglevr.com\forums\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1716CH.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1716CH\NSS-2016-1716CH\blog.jadedcats.com\boards\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1716JY.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1716JY\NSS-2016-1716JY\profondbousillage.showextremo.com\boards\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1716KP.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1716KP\NSS-2016-1716KP\repo.portlandbeardos.com\civis\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1716N8.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1716N8\NSS-2016-1716N8\zip.riverotterscreative.com\forums\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1716W2.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1716W2\NSS-2016-1716W2\pre1950.cert4ageingsupport.com\forums\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1716W3.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1716W3\NSS-2016-1716W3\pre1950.cert4ageingsupport.com\boards\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1716W4.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1716W4\NSS-2016-1716W4\zip.riverotterscreative.com\boards\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1716W7.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1716W7\NSS-2016-1716W7\pre1950.cert4ageingsupport.com\boards\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1716Y1.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1716Y1\NSS-2016-1716Y1\zip.riverotterscreative.com\boards\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1716Y2.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1716Y2\NSS-2016-1716Y2\bearsnitarkkailijaa.cert4ageingsupport.com.au\boards\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1716Y3.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1716Y3\NSS-2016-1716Y3\zip.riverotterscreative.com\boards\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1716Y4.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1716Y4\NSS-2016-1716Y4\zip.riverotterscreative.com\boards\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-171707.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-171707\NSS-2016-171707\zip.riverotterscreative.com\forums\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-171721.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-171721\NSS-2016-171721\zip.riverotterscreative.com\boards\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-171724.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-171724\NSS-2016-171724\bearsnitarkkailijaa.cert4ageingsupport.com.au\civis\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-17173X.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-17173X\NSS-2016-17173X\verwas.lacustomtshirts.com\boards\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-17173Y.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-17173Y\NSS-2016-17173Y\zip.riverotterscreative.com\forums\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-17175B.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-17175B\NSS-2016-17175B\zip.riverotterscreative.com\civis\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-17175V.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-17175V\NSS-2016-17175V\zip.riverotterscreative.com\civis\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-17175Y.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-17175Y\NSS-2016-17175Y\zip.riverotterscreative.com\civis\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-17177K.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-17177K\NSS-2016-17177K\zip.riverotterscreative.com\boards\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1717J6.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1717J6\NSS-2016-1717J6\more.weloveastoria.org\forums\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1717WL.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1717WL\NSS-2016-1717WL\more.weloveastoria.org\boards\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1717XZ.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1717XZ\NSS-2016-1717XZ\more.weloveastoria.org\boards\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1718FN.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1718FN\NSS-2016-1718FN\more.weloveastoria.org\forums\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1718Q1.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1718Q1\NSS-2016-1718Q1\more.weloveastoria.org\boards\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-171984.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-171984\NSS-2016-171984\more.weloveastoria.org\civis\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-17198L.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-17198L\NSS-2016-17198L\more.weloveastoria.org\civis\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-171992.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-171992\NSS-2016-171992\babraninatrinitroglycerin.swilcanstables.biz\boards\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1719DS.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1719DS\NSS-2016-1719DS\more.weloveastoria.org\forums\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1719F9.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1719F9\NSS-2016-1719F9\more.weloveastoria.org\forums\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1719SR.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1719SR\NSS-2016-1719SR\more.weloveastoria.org\civis\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-171RTX.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-171RTX\NSS-2016-171RTX\frien.aarogyamvillage.in\civis\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-171S0S.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-171S0S\NSS-2016-171S0S\wed.aarogyamenclave.com\boards\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-171S9D.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-171S9D\NSS-2016-171S9D\friend.aarogyamenclave.in\civis\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-171XSJ.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-171XSJ\NSS-2016-171XSJ\cool.smartbusinessideas.co.in\forums\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-171ZBY.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-171ZBY\NSS-2016-171ZBY\swer.sampattipanchyat.in\forums\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-171ZCQ.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-171ZCQ\NSS-2016-171ZCQ\swer.sampattipanchyat.in\forums\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1722DX.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1722DX\NSS-2016-1722DX\right.waxx.me\civis\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1722TN.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1722TN\NSS-2016-1722TN\left.waxx.us\boards\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1722ZQ.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1722ZQ\NSS-2016-1722ZQ\tach.waxxpot.com\forums\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1723DH.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1723DH\NSS-2016-1723DH\ali.indianjuicebox.com\forums\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1724WB.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1724WB\NSS-2016-1724WB\edi.kleanshave.com\civis\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1724YR.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1724YR\NSS-2016-1724YR\edi.kleanshave.com\civis\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-17250V.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-17250V\NSS-2016-17250V\kkk.kleanshave.in\boards\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1725HV.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1725HV\NSS-2016-1725HV\nigga.paatis.com\boards\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1725RG.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1725RG\NSS-2016-1725RG\run.paatissnacks.com\boards\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1725YF.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1725YF\NSS-2016-1725YF\alazzurralammaspaimenista.firelawyernow.org\boards\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-172D4R.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-172D4R\NSS-2016-172D4R\thornbroomcoestate.eddieperry.net\forums\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-172FB7.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-172FB7\NSS-2016-172FB7\in.professioncasting.com\civis\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-172G0L.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-172G0L\NSS-2016-172G0L\str.scheduletrades.com\forums\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-172G68.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-172G68\NSS-2016-172G68\jk.theactorjoebravo.com\boards\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-172KDT.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-172KDT\NSS-2016-172KDT\collationneraizahlungsaufforderungen.sylvaindeschenes.com\forums\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-172KQ1.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-172KQ1\NSS-2016-172KQ1\labourerapropodia.indigenousauto.org\boards\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-172LG9.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-172LG9\NSS-2016-172LG9\pedo.ipbc.in\boards\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-172LV9.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-172LV9\NSS-2016-172LV9\shnec.sampattibazaar.com\forums\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-172MLS.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-172MLS\NSS-2016-172MLS\yelow.propertypathshala.in\civis\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-172NXH.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-172NXH\NSS-2016-172NXH\four.hillviewcity.in\boards\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-172P8L.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-172P8L\NSS-2016-172P8L\now.acpa.co.in\forums\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-172PF5.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-172PF5\NSS-2016-172PF5\gara.hamaaribeti.com\civis\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-172Q2N.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-172Q2N\NSS-2016-172Q2N\paste.sampattimantra.com\civis\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
