file_path	decision	rules		
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16Z8CH.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16Z8CH\NSS-2016-16Z8CH\sprsmleneexecuterent.photoshopinurdu.com\forums\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZBVZ.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZBVZ\NSS-2016-16ZBVZ\b.softwarerevolution.net\civis\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZC3D.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZC3D\NSS-2016-16ZC3D\login.karres.net\forums\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZD98.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZD98\NSS-2016-16ZD98\tr.alibabaamazon.in\forums\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZG63.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZG63\NSS-2016-16ZG63\web.askgst.co\civis\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZG7H.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZG7H\NSS-2016-16ZG7H\web.askgst.co\boards\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZG7R.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZG7R\NSS-2016-16ZG7R\web.askgst.co\civis\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZGRP.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZGRP\NSS-2016-16ZGRP\supp.indiangst.co\boards\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZH7P.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZH7P\NSS-2016-16ZH7P\smile.homepartner.co\civis\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZJHG.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZJHG\NSS-2016-16ZJHG\noloaderror.boysonthebeaches.com\forums\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZKCP.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZKCP\NSS-2016-16ZKCP\analysiseurope-presuppositions.lubelabinc.com\civis\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZKSX.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZKSX\NSS-2016-16ZKSX\der.viterbo-online.org\forums\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZL2T.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZL2T\NSS-2016-16ZL2T\team.wingshighschool.com\forums\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZLF4.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZLF4\NSS-2016-16ZLF4\morsenetevacuateurs.madartistpublishing.ca\boards\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZLRL.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZLRL\NSS-2016-16ZLRL\stockmeierfrsljn.project-takeoff.org\civis\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZLXW.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZLXW\NSS-2016-16ZLXW\ased.wingshighschool.org\civis\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZM3Z.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZM3Z\NSS-2016-16ZM3Z\1ke.paradiseproperties1.com\boards\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZMBV.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZMBV\NSS-2016-16ZMBV\radlern-vukmirovic.myspacecitymagazine.com\civis\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZMDS.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZMDS\NSS-2016-16ZMDS\sauberladenheckling.marcinmigdal.com\boards\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZN28.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZN28\NSS-2016-16ZN28\preconcur.mymmbook.com\forums\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZNPS.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZNPS\NSS-2016-16ZNPS\nearlineonofre.abconlineagency.com\boards\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZNTM.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZNTM\NSS-2016-16ZNTM\wsd.highschoolaviation.org\boards\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZNW7.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZNW7\NSS-2016-16ZNW7\aktivno1.workadrone.com\forums\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZPN4.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZPN4\NSS-2016-16ZPN4\l.theinternationalsocietyforphilosophicalenquiry.net\civis\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZQJ5.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZQJ5\NSS-2016-16ZQJ5\blog.tispe.net\civis\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZR2Z.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZR2Z\NSS-2016-16ZR2Z\selbstverwaltung.thepreneuress.com\civis\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZRLM.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZRLM\NSS-2016-16ZRLM\sn.alexishealthsolutions.com\boards\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZRQV.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZRQV\NSS-2016-16ZRQV\sn.alexishealthsolutions.com\forums\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZRYZ.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZRYZ\NSS-2016-16ZRYZ\dilambdosuponuje.tebinstitute.com\boards\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZS1K.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZS1K\NSS-2016-16ZS1K\zip.mealplannerpro.ca\forums\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZSGD.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZSGD\NSS-2016-16ZSGD\presophomoreaangrensende.thecompleteartistbook.com\boards\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZSPT.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZSPT\NSS-2016-16ZSPT\psychostatically.freeonlineexpo.com\civis\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZSSK.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZSSK\NSS-2016-16ZSSK\ssn.mealplannerpro.com\civis\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZTBH.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZTBH\NSS-2016-16ZTBH\rec.universalrecipebox.com\forums\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-16ZTFS.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-16ZTFS\NSS-2016-16ZTFS\datafilename.ihelpreport.com\forums\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1701M2.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1701M2\NSS-2016-1701M2\lock.miraclesurrogacy.net\forums\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1701QT.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1701QT\NSS-2016-1701QT\gekeerdklompvoeten.estorecmswebsites.com\civis\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1701SV.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1701SV\NSS-2016-1701SV\lock.miraclesurrogacy.net\boards\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-17027L.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-17027L\NSS-2016-17027L\z.miraclesurrogacycefam.com\civis\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-17027N.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-17027N\NSS-2016-17027N\z.miraclesurrogacycefam.com\civis\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1702CR.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1702CR\NSS-2016-1702CR\z.miraclesurrogacycefam.com\boards\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1702HD.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1702HD\NSS-2016-1702HD\z.miraclesurrogacycefam.com\boards\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1709JX.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1709JX\NSS-2016-1709JX\nad.ip2deal.com\boards\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1709TM.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1709TM\NSS-2016-1709TM\it.intangibleassets.ca\forums\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170B7P.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170B7P\NSS-2016-170B7P\vartiontimosdal.cinematiccocaine.com\boards\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170B81.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170B81\NSS-2016-170B81\vartiontimosdal.cinematiccocaine.com\forums\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170B84.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170B84\NSS-2016-170B84\vartiontimosdal.cinematiccocaine.com\boards\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170C6C.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170C6C\NSS-2016-170C6C\talk.tytrix.com\civis\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170CWV.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170CWV\NSS-2016-170CWV\escotorgeprezene.mikalburrows.com\forums\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170DNW.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170DNW\NSS-2016-170DNW\towarzyszacego.budjrworld.net\civis\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170DQ6.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170DQ6\NSS-2016-170DQ6\bro.ip2marketplace.com\forums\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170DSR.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170DSR\NSS-2016-170DSR\chok.ip2shopping.com\boards\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170DWY.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170DWY\NSS-2016-170DWY\chok.ip2shopping.com\civis\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170DZ6.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170DZ6\NSS-2016-170DZ6\chok.ip2shopping.com\civis\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170DZG.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170DZG\NSS-2016-170DZG\chok.ip2shopping.com\boards\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170F1D.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170F1D\NSS-2016-170F1D\chok.ip2shopping.com\boards\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170F2S.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170F2S\NSS-2016-170F2S\chok.ip2shopping.com\civis\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170F32.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170F32\NSS-2016-170F32\kl.miracletheory.com\forums\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170F37.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170F37\NSS-2016-170F37\kl.miracletheory.com\forums\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170F3F.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170F3F\NSS-2016-170F3F\kl.miracletheory.com\forums\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170FCJ.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170FCJ\NSS-2016-170FCJ\brickwalledrekwisieten.syndicatefive.com\boards\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170FCN.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170FCN\NSS-2016-170FCN\brickwalledrekwisieten.syndicatefive.com\forums\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170FFW.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170FFW\NSS-2016-170FFW\erotusta-tormis.conferencier-quebec.com\boards\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170FHT.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170FHT\NSS-2016-170FHT\file.binderdonethat.com\civis\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170FHZ.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170FHZ\NSS-2016-170FHZ\file.binderdonethat.com\civis\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170FMX.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170FMX\NSS-2016-170FMX\file.binderdonethat.com\forums\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170FVN.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170FVN\NSS-2016-170FVN\site.homieapp.com\forums\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170G4J.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170G4J\NSS-2016-170G4J\pol.intimatecloud.com\boards\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170GD0.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170GD0\NSS-2016-170GD0\pol.intimatecloud.com\boards\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170H70.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170H70\NSS-2016-170H70\login.pixplit.com\forums\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170H9S.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170H9S\NSS-2016-170H9S\login.pixplit.com\forums\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170HHG.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170HHG\NSS-2016-170HHG\repo.talspiegel.com\boards\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-170HWX.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-170HWX\NSS-2016-170HWX\hst.two-app.com\civis\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
